index,cultivable,predicted_class,conf
1521,1,cultivable,0.991
21230,0,non-cultivable,1.000
5484,0,non-cultivable,0.999
24559,1,cultivable,0.736
20548,0,non-cultivable,0.998
14759,1,cultivable,0.912
3550,1,cultivable,0.951
5611,0,non-cultivable,1.000
5540,0,non-cultivable,0.945
3140,0,non-cultivable,0.932
26486,1,cultivable,1.000
25479,0,non-cultivable,0.999
14281,0,non-cultivable,0.731
23790,0,non-cultivable,1.000
16035,0,non-cultivable,0.526
6747,0,non-cultivable,1.000
12998,1,cultivable,0.927
24585,1,cultivable,0.969
1170,1,cultivable,0.884
11910,1,cultivable,0.975
5752,1,cultivable,0.507
9764,1,cultivable,0.992
10905,0,non-cultivable,0.980
7781,0,non-cultivable,0.556
11826,0,non-cultivable,0.985
6914,0,non-cultivable,1.000
1582,1,cultivable,0.930
8787,0,non-cultivable,0.742
18336,0,non-cultivable,1.000
25920,1,cultivable,1.000
3989,1,cultivable,0.960
25750,0,non-cultivable,0.960
8615,0,non-cultivable,0.939
20392,0,non-cultivable,0.968
1945,1,cultivable,0.583
14710,1,cultivable,0.879
19271,1,cultivable,0.832
20653,1,cultivable,0.801
13215,0,non-cultivable,0.994
810,1,cultivable,0.820
16316,1,cultivable,0.529
4335,0,non-cultivable,0.998
13700,1,cultivable,0.976
4548,1,cultivable,0.746
11066,1,cultivable,0.996
21620,0,non-cultivable,0.991
17225,0,non-cultivable,0.904
25174,1,cultivable,0.808
21478,1,cultivable,0.977
10667,0,non-cultivable,0.995
26623,0,non-cultivable,0.988
24852,0,non-cultivable,0.998
14726,0,non-cultivable,0.995
3598,1,cultivable,0.513
13570,0,non-cultivable,1.000
7497,0,non-cultivable,0.944
19025,0,non-cultivable,0.940
10277,0,non-cultivable,0.995
24473,1,cultivable,0.970
3591,0,non-cultivable,0.965
21948,0,non-cultivable,0.745
15057,0,non-cultivable,0.997
853,0,non-cultivable,0.721
9606,1,cultivable,0.885
10824,1,cultivable,0.904
14228,0,non-cultivable,0.655
16305,1,cultivable,0.895
23031,0,non-cultivable,1.000
510,1,cultivable,0.999
13827,0,non-cultivable,1.000
10781,1,cultivable,0.964
8592,0,non-cultivable,0.598
23997,1,cultivable,0.920
2360,0,non-cultivable,0.885
19804,0,non-cultivable,1.000
5863,0,non-cultivable,1.000
19171,0,non-cultivable,0.705
9331,1,cultivable,0.963
5301,0,non-cultivable,1.000
9215,1,cultivable,0.958
13217,1,cultivable,0.960
5215,1,cultivable,0.964
12492,0,non-cultivable,0.833
1288,0,non-cultivable,0.571
5248,1,cultivable,0.572
18150,0,non-cultivable,1.000
24109,0,non-cultivable,1.000
23569,0,non-cultivable,0.659
3517,0,non-cultivable,0.999
22677,0,non-cultivable,0.850
10708,1,cultivable,0.958
11020,0,non-cultivable,0.699
3605,1,cultivable,0.982
13836,0,non-cultivable,1.000
5161,0,non-cultivable,0.999
4253,0,non-cultivable,1.000
6127,0,non-cultivable,0.997
26180,1,cultivable,0.997
7375,0,non-cultivable,0.756
17426,0,non-cultivable,0.629
13981,1,cultivable,0.998
11866,0,non-cultivable,0.938
8853,1,cultivable,0.919
23156,1,cultivable,0.842
13692,0,non-cultivable,0.743
4339,0,non-cultivable,0.820
449,1,cultivable,0.999
11759,1,cultivable,0.961
12451,1,cultivable,0.986
672,0,non-cultivable,0.985
8044,0,non-cultivable,0.819
10062,0,non-cultivable,0.500
12373,0,non-cultivable,0.995
3133,1,cultivable,0.825
5624,1,cultivable,0.566
26241,1,cultivable,0.986
16386,0,non-cultivable,1.000
7172,0,non-cultivable,1.000
2447,0,non-cultivable,0.961
18750,1,cultivable,0.714
2774,1,cultivable,0.942
5891,1,cultivable,0.637
10980,1,cultivable,0.939
16953,0,non-cultivable,1.000
23463,0,non-cultivable,0.852
7294,1,cultivable,0.925
15053,0,non-cultivable,0.929
9389,0,non-cultivable,0.990
2791,1,cultivable,0.523
22965,1,cultivable,0.942
4163,0,non-cultivable,0.750
9607,1,cultivable,0.596
13678,1,cultivable,0.995
6253,0,non-cultivable,1.000
15408,0,non-cultivable,1.000
4790,0,non-cultivable,1.000
18874,0,non-cultivable,1.000
17592,0,non-cultivable,0.561
6397,0,non-cultivable,0.930
22650,0,non-cultivable,0.825
14566,0,non-cultivable,1.000
14130,0,non-cultivable,0.999
1466,1,cultivable,0.974
12499,1,cultivable,0.893
25956,0,non-cultivable,0.921
16957,0,non-cultivable,1.000
15617,0,non-cultivable,1.000
3308,1,cultivable,0.981
2433,0,non-cultivable,0.920
6311,0,non-cultivable,1.000
19550,1,cultivable,0.595
3796,0,non-cultivable,0.798
17437,1,cultivable,0.548
20992,0,non-cultivable,0.541
20727,0,non-cultivable,0.909
22830,0,non-cultivable,1.000
21773,1,cultivable,0.739
7808,0,non-cultivable,0.540
20267,1,cultivable,0.748
24965,1,cultivable,1.000
265,1,cultivable,0.992
13050,0,non-cultivable,1.000
552,1,cultivable,0.992
15325,0,non-cultivable,1.000
4471,0,non-cultivable,1.000
2428,0,non-cultivable,0.671
3629,0,non-cultivable,1.000
13134,0,non-cultivable,0.834
19586,0,non-cultivable,0.858
18286,0,non-cultivable,0.767
9554,1,cultivable,0.728
7530,1,cultivable,0.995
21672,0,non-cultivable,1.000
4881,0,non-cultivable,1.000
13720,0,non-cultivable,0.995
17133,0,non-cultivable,1.000
21448,0,non-cultivable,0.912
2483,0,non-cultivable,1.000
2496,1,cultivable,0.827
14700,1,cultivable,0.702
13046,0,non-cultivable,1.000
916,0,non-cultivable,0.995
247,1,cultivable,0.729
9055,0,non-cultivable,0.967
10784,1,cultivable,0.892
14330,0,non-cultivable,0.988
4264,1,cultivable,0.968
2327,1,cultivable,0.982
14946,1,cultivable,0.714
18067,0,non-cultivable,0.988
15683,1,cultivable,0.650
25677,1,cultivable,1.000
15782,1,cultivable,0.676
18671,1,cultivable,0.969
15359,0,non-cultivable,1.000
7000,0,non-cultivable,0.672
19553,0,non-cultivable,0.918
21645,0,non-cultivable,0.693
24685,0,non-cultivable,0.739
5665,0,non-cultivable,1.000
17432,0,non-cultivable,0.992
14003,0,non-cultivable,0.896
21056,0,non-cultivable,1.000
21731,1,cultivable,0.682
26644,1,cultivable,1.000
1514,1,cultivable,0.952
3124,0,non-cultivable,1.000
12573,0,non-cultivable,1.000
19464,1,cultivable,0.837
26659,1,cultivable,0.996
20388,1,cultivable,0.920
8564,1,cultivable,0.921
24356,0,non-cultivable,0.948
17869,0,non-cultivable,0.998
20747,0,non-cultivable,0.693
19296,1,cultivable,0.930
4361,0,non-cultivable,1.000
6826,0,non-cultivable,0.992
14190,1,cultivable,0.974
9184,0,non-cultivable,0.989
15207,1,cultivable,0.746
20640,1,cultivable,0.880
13961,1,cultivable,0.968
22300,1,cultivable,0.969
11757,0,non-cultivable,0.964
10733,1,cultivable,0.996
16481,0,non-cultivable,0.516
20120,1,cultivable,0.957
1675,1,cultivable,0.952
17497,0,non-cultivable,1.000
18904,0,non-cultivable,0.987
4773,0,non-cultivable,1.000
14863,0,non-cultivable,0.999
3351,0,non-cultivable,0.997
9467,1,cultivable,0.902
21885,0,non-cultivable,0.996
16434,0,non-cultivable,0.998
8945,1,cultivable,0.869
2831,1,cultivable,0.806
2691,1,cultivable,0.883
26377,0,non-cultivable,0.822
2003,0,non-cultivable,0.942
4354,0,non-cultivable,1.000
25237,1,cultivable,0.998
21501,0,non-cultivable,1.000
550,1,cultivable,0.969
8454,1,cultivable,0.996
11221,1,cultivable,0.952
2055,1,cultivable,0.967
12108,0,non-cultivable,0.991
23647,0,non-cultivable,0.997
2382,1,cultivable,0.857
233,1,cultivable,0.998
371,1,cultivable,0.994
3493,1,cultivable,0.789
20519,0,non-cultivable,1.000
9337,1,cultivable,0.972
25616,1,cultivable,0.936
1004,1,cultivable,0.965
25944,1,cultivable,0.814
15040,1,cultivable,0.950
20146,0,non-cultivable,1.000
18422,0,non-cultivable,0.997
13296,0,non-cultivable,1.000
14117,0,non-cultivable,1.000
15362,0,non-cultivable,1.000
23969,0,non-cultivable,0.856
8079,0,non-cultivable,0.966
8441,0,non-cultivable,0.995
11298,0,non-cultivable,0.791
12637,1,cultivable,0.924
9392,1,cultivable,0.974
24918,0,non-cultivable,0.800
22004,0,non-cultivable,0.844
18920,0,non-cultivable,0.819
11093,0,non-cultivable,0.998
19075,0,non-cultivable,0.999
12907,0,non-cultivable,0.847
2406,0,non-cultivable,1.000
24094,0,non-cultivable,1.000
3660,1,cultivable,0.975
11574,0,non-cultivable,0.998
17079,0,non-cultivable,0.680
3008,0,non-cultivable,0.937
17534,0,non-cultivable,0.989
22876,1,cultivable,0.814
4720,0,non-cultivable,1.000
7167,0,non-cultivable,1.000
13929,1,cultivable,0.989
4691,1,cultivable,0.948
14093,0,non-cultivable,0.999
25371,1,cultivable,0.994
5279,0,non-cultivable,0.618
17243,1,cultivable,0.951
24374,0,non-cultivable,0.881
14471,0,non-cultivable,1.000
2411,1,cultivable,0.944
5723,0,non-cultivable,0.898
20389,1,cultivable,0.775
14131,0,non-cultivable,1.000
21959,1,cultivable,0.658
17980,0,non-cultivable,0.980
9747,0,non-cultivable,0.884
3268,1,cultivable,0.994
943,1,cultivable,0.735
25842,1,cultivable,0.862
8887,1,cultivable,0.995
21842,1,cultivable,0.941
12060,0,non-cultivable,1.000
8399,0,non-cultivable,0.643
15014,1,cultivable,0.642
24985,1,cultivable,0.996
9353,1,cultivable,0.786
18742,0,non-cultivable,1.000
10387,0,non-cultivable,0.766
12104,0,non-cultivable,0.999
2313,1,cultivable,0.970
18196,0,non-cultivable,0.999
6653,1,cultivable,0.992
10722,1,cultivable,0.990
7829,0,non-cultivable,0.837
25142,1,cultivable,1.000
14949,1,cultivable,0.716
3355,0,non-cultivable,0.628
12153,1,cultivable,0.893
17365,1,cultivable,0.747
17010,1,cultivable,0.517
10914,1,cultivable,0.639
11625,0,non-cultivable,1.000
11238,1,cultivable,0.949
2026,0,non-cultivable,0.572
17846,0,non-cultivable,0.954
23399,0,non-cultivable,0.703
21289,1,cultivable,0.960
20476,0,non-cultivable,0.737
4352,0,non-cultivable,0.977
21769,0,non-cultivable,0.824
22903,1,cultivable,0.903
17392,1,cultivable,0.863
24687,0,non-cultivable,0.681
19309,1,cultivable,0.832
10261,0,non-cultivable,1.000
8866,1,cultivable,0.955
13966,1,cultivable,0.538
22731,1,cultivable,0.933
10281,0,non-cultivable,0.999
8009,0,non-cultivable,0.992
4998,0,non-cultivable,0.962
19357,0,non-cultivable,1.000
409,1,cultivable,0.994
4495,0,non-cultivable,0.981
7061,0,non-cultivable,0.792
5978,1,cultivable,0.960
14364,0,non-cultivable,1.000
18664,1,cultivable,0.755
16282,0,non-cultivable,0.683
9005,0,non-cultivable,0.681
19920,1,cultivable,0.830
20936,1,cultivable,0.976
16108,0,non-cultivable,1.000
13038,0,non-cultivable,0.978
7777,0,non-cultivable,0.537
26815,1,cultivable,1.000
20310,0,non-cultivable,0.755
22973,0,non-cultivable,0.982
23464,1,cultivable,0.717
14316,0,non-cultivable,1.000
23849,1,cultivable,0.594
19308,1,cultivable,0.951
5151,0,non-cultivable,0.766
4718,0,non-cultivable,1.000
24423,1,cultivable,0.659
8215,0,non-cultivable,0.986
25241,1,cultivable,0.998
458,1,cultivable,0.973
15767,0,non-cultivable,0.518
18884,0,non-cultivable,1.000
22308,0,non-cultivable,0.954
5109,1,cultivable,0.511
12479,1,cultivable,0.674
4436,1,cultivable,0.635
15124,0,non-cultivable,0.999
5139,0,non-cultivable,0.991
20845,1,cultivable,0.997
4959,0,non-cultivable,1.000
19315,1,cultivable,0.730
18960,1,cultivable,0.799
13568,0,non-cultivable,0.999
25038,1,cultivable,0.519
2170,0,non-cultivable,0.811
8288,0,non-cultivable,1.000
17752,0,non-cultivable,0.679
10276,0,non-cultivable,0.996
23304,0,non-cultivable,1.000
24639,0,non-cultivable,0.989
18713,0,non-cultivable,1.000
3559,0,non-cultivable,0.989
11405,1,cultivable,0.690
14928,1,cultivable,0.881
4098,0,non-cultivable,1.000
15714,0,non-cultivable,0.571
58,1,cultivable,1.000
9517,0,non-cultivable,0.999
6896,1,cultivable,0.953
17832,0,non-cultivable,1.000
9203,0,non-cultivable,0.514
20479,0,non-cultivable,0.680
20435,1,cultivable,0.615
22829,1,cultivable,0.879
21466,0,non-cultivable,1.000
5617,1,cultivable,0.934
23490,0,non-cultivable,0.803
4122,0,non-cultivable,0.699
2410,1,cultivable,0.945
3240,1,cultivable,0.914
15374,0,non-cultivable,1.000
22512,0,non-cultivable,1.000
9872,0,non-cultivable,0.995
16144,0,non-cultivable,1.000
14183,1,cultivable,0.950
20021,1,cultivable,0.915
2521,0,non-cultivable,0.789
11075,0,non-cultivable,0.564
18298,1,cultivable,0.584
18471,1,cultivable,0.687
8444,1,cultivable,0.900
14060,0,non-cultivable,0.981
9750,1,cultivable,0.989
8048,0,non-cultivable,0.621
21105,0,non-cultivable,0.932
16966,0,non-cultivable,0.988
21830,0,non-cultivable,0.561
24041,0,non-cultivable,0.514
1783,0,non-cultivable,0.624
16440,0,non-cultivable,0.521
485,1,cultivable,0.972
1223,0,non-cultivable,1.000
8569,0,non-cultivable,0.848
23434,0,non-cultivable,1.000
23640,0,non-cultivable,0.822
17393,0,non-cultivable,0.693
3699,0,non-cultivable,1.000
113,1,cultivable,1.000
2362,0,non-cultivable,0.781
551,1,cultivable,0.841
23533,1,cultivable,0.806
2990,0,non-cultivable,0.998
14229,0,non-cultivable,0.999
16672,0,non-cultivable,0.504
23159,1,cultivable,0.964
133,1,cultivable,1.000
21790,0,non-cultivable,1.000
11720,0,non-cultivable,1.000
17687,1,cultivable,0.946
14904,1,cultivable,0.904
16951,0,non-cultivable,1.000
2591,1,cultivable,0.556
2779,1,cultivable,0.953
17848,0,non-cultivable,0.994
8558,0,non-cultivable,0.980
15770,1,cultivable,0.967
11498,1,cultivable,0.988
3343,0,non-cultivable,1.000
25703,0,non-cultivable,0.983
25226,1,cultivable,0.558
21349,0,non-cultivable,0.991
8687,0,non-cultivable,1.000
9125,1,cultivable,0.940
16237,1,cultivable,0.678
14943,1,cultivable,0.968
16363,0,non-cultivable,1.000
6110,0,non-cultivable,0.987
16034,0,non-cultivable,0.587
10543,0,non-cultivable,0.657
1266,0,non-cultivable,0.762
11387,0,non-cultivable,0.991
9592,0,non-cultivable,1.000
17045,0,non-cultivable,0.822
24120,0,non-cultivable,1.000
3811,0,non-cultivable,0.601
14284,1,cultivable,0.623
4484,0,non-cultivable,1.000
20541,1,cultivable,0.968
25290,1,cultivable,0.797
22878,1,cultivable,0.920
1290,1,cultivable,0.994
19029,1,cultivable,0.625
21001,0,non-cultivable,0.686
25475,0,non-cultivable,0.821
12381,0,non-cultivable,0.959
10829,0,non-cultivable,0.920
15265,0,non-cultivable,0.569
15867,0,non-cultivable,1.000
7794,0,non-cultivable,1.000
11337,0,non-cultivable,0.976
4792,0,non-cultivable,1.000
8764,0,non-cultivable,1.000
18259,0,non-cultivable,0.968
10213,0,non-cultivable,0.799
19327,1,cultivable,0.909
22088,0,non-cultivable,0.823
3576,0,non-cultivable,1.000
26512,1,cultivable,1.000
1342,1,cultivable,0.934
25328,1,cultivable,0.613
8290,0,non-cultivable,1.000
19020,0,non-cultivable,0.506
23207,1,cultivable,0.998
7015,0,non-cultivable,0.914
14544,0,non-cultivable,1.000
17905,1,cultivable,0.920
12075,0,non-cultivable,0.994
13277,0,non-cultivable,0.975
8274,0,non-cultivable,0.639
1820,1,cultivable,0.933
17865,0,non-cultivable,1.000
2212,0,non-cultivable,0.961
10577,1,cultivable,0.772
11690,1,cultivable,0.899
23404,0,non-cultivable,0.916
17909,0,non-cultivable,0.784
7710,0,non-cultivable,0.922
20468,0,non-cultivable,0.557
1557,1,cultivable,0.976
2254,1,cultivable,0.991
6402,0,non-cultivable,0.785
11927,1,cultivable,0.950
12441,1,cultivable,0.811
1695,1,cultivable,0.553
16343,0,non-cultivable,1.000
18141,0,non-cultivable,1.000
11039,1,cultivable,0.952
17775,0,non-cultivable,1.000
16023,1,cultivable,0.681
8673,1,cultivable,0.952
8643,1,cultivable,0.979
26149,1,cultivable,1.000
816,0,non-cultivable,0.753
21522,0,non-cultivable,0.870
13842,0,non-cultivable,0.996
4675,1,cultivable,0.892
10381,0,non-cultivable,0.971
12522,1,cultivable,0.703
14215,1,cultivable,0.993
3644,0,non-cultivable,0.984
21261,0,non-cultivable,0.826
1857,1,cultivable,0.872
16057,0,non-cultivable,0.999
14650,0,non-cultivable,0.595
5273,0,non-cultivable,0.772
19383,0,non-cultivable,0.592
22182,0,non-cultivable,0.993
15018,1,cultivable,0.895
20295,0,non-cultivable,0.942
14409,0,non-cultivable,0.764
20042,0,non-cultivable,0.992
18335,0,non-cultivable,1.000
15010,1,cultivable,0.701
2100,1,cultivable,0.917
19027,1,cultivable,0.793
4222,1,cultivable,0.955
6118,0,non-cultivable,1.000
5844,1,cultivable,0.904
19359,0,non-cultivable,0.920
22143,1,cultivable,0.699
5974,0,non-cultivable,0.909
24404,0,non-cultivable,1.000
1574,1,cultivable,0.979
19429,0,non-cultivable,1.000
22584,0,non-cultivable,0.521
507,1,cultivable,0.996
5303,0,non-cultivable,1.000
499,1,cultivable,0.999
18025,0,non-cultivable,0.989
6073,0,non-cultivable,0.986
2712,1,cultivable,0.518
16271,1,cultivable,0.998
16393,0,non-cultivable,1.000
19404,0,non-cultivable,1.000
2737,1,cultivable,0.977
14214,1,cultivable,0.785
25708,0,non-cultivable,0.984
23311,0,non-cultivable,0.537
25360,1,cultivable,1.000
22426,0,non-cultivable,0.871
13153,0,non-cultivable,0.920
21075,0,non-cultivable,1.000
12563,0,non-cultivable,0.994
6157,0,non-cultivable,0.895
22974,0,non-cultivable,0.850
22190,1,cultivable,0.707
26551,1,cultivable,1.000
17359,1,cultivable,0.757
16639,1,cultivable,0.758
4139,1,cultivable,0.981
11397,0,non-cultivable,1.000
206,0,non-cultivable,1.000
19731,0,non-cultivable,0.746
11967,0,non-cultivable,1.000
24533,1,cultivable,1.000
14539,1,cultivable,0.971
12017,1,cultivable,0.720
26615,1,cultivable,1.000
404,1,cultivable,0.979
20062,0,non-cultivable,0.836
2644,1,cultivable,0.941
10953,1,cultivable,0.905
103,1,cultivable,0.824
5592,1,cultivable,0.826
10911,0,non-cultivable,1.000
20358,1,cultivable,0.613
3448,0,non-cultivable,0.989
1129,0,non-cultivable,1.000
5404,0,non-cultivable,0.970
9812,0,non-cultivable,0.999
2332,1,cultivable,0.972
11230,0,non-cultivable,0.502
4204,0,non-cultivable,1.000
10401,0,non-cultivable,0.737
4963,0,non-cultivable,0.619
17745,1,cultivable,0.804
15200,1,cultivable,0.843
9334,1,cultivable,0.840
18700,0,non-cultivable,1.000
20708,0,non-cultivable,1.000
9915,0,non-cultivable,0.942
22448,1,cultivable,0.683
20155,0,non-cultivable,1.000
4418,0,non-cultivable,0.896
14728,0,non-cultivable,0.999
2198,0,non-cultivable,0.968
21607,0,non-cultivable,1.000
24150,0,non-cultivable,0.886
15023,1,cultivable,0.668
9533,1,cultivable,0.985
20716,0,non-cultivable,0.996
26817,1,cultivable,1.000
12423,0,non-cultivable,0.892
22623,0,non-cultivable,0.736
12317,0,non-cultivable,1.000
10398,0,non-cultivable,0.736
2972,1,cultivable,0.954
17608,0,non-cultivable,1.000
14341,0,non-cultivable,1.000
17605,0,non-cultivable,0.950
19042,0,non-cultivable,0.529
36,1,cultivable,1.000
12922,1,cultivable,0.888
14477,1,cultivable,0.724
20337,0,non-cultivable,1.000
12398,1,cultivable,0.933
662,1,cultivable,0.991
6149,0,non-cultivable,0.719
10927,1,cultivable,0.610
25711,0,non-cultivable,0.581
6874,1,cultivable,0.985
1960,1,cultivable,0.783
25121,1,cultivable,1.000
5687,1,cultivable,0.788
343,1,cultivable,0.988
18602,0,non-cultivable,0.892
19873,1,cultivable,0.860
12970,1,cultivable,0.847
12727,1,cultivable,0.944
18645,0,non-cultivable,1.000
7557,0,non-cultivable,0.861
11488,0,non-cultivable,0.997
19270,1,cultivable,0.888
16417,0,non-cultivable,1.000
26650,1,cultivable,1.000
26037,1,cultivable,1.000
15854,0,non-cultivable,1.000
23702,1,cultivable,0.667
1242,1,cultivable,0.780
25183,1,cultivable,1.000
7614,0,non-cultivable,1.000
6337,0,non-cultivable,1.000
6456,0,non-cultivable,0.949
21972,0,non-cultivable,0.855
18189,0,non-cultivable,1.000
7646,1,cultivable,0.873
15763,0,non-cultivable,0.811
937,1,cultivable,0.944
17024,1,cultivable,0.858
18479,1,cultivable,0.963
16235,0,non-cultivable,0.879
15780,0,non-cultivable,0.968
5308,1,cultivable,0.803
21010,0,non-cultivable,0.980
8862,1,cultivable,0.833
2599,0,non-cultivable,0.906
24088,1,cultivable,0.884
7323,0,non-cultivable,0.655
4155,0,non-cultivable,0.996
5648,0,non-cultivable,0.989
8944,0,non-cultivable,0.991
23612,0,non-cultivable,0.504
11746,0,non-cultivable,0.543
18679,0,non-cultivable,0.989
11394,0,non-cultivable,0.987
22836,1,cultivable,0.680
2784,1,cultivable,0.882
12698,1,cultivable,0.983
24916,0,non-cultivable,0.546
15834,0,non-cultivable,1.000
20160,0,non-cultivable,1.000
17422,1,cultivable,0.537
20333,0,non-cultivable,0.996
1809,1,cultivable,0.949
1768,1,cultivable,0.961
19623,0,non-cultivable,0.994
15615,0,non-cultivable,1.000
17231,0,non-cultivable,0.859
15511,0,non-cultivable,0.998
1029,1,cultivable,0.929
17193,1,cultivable,0.984
15486,1,cultivable,0.527
19986,0,non-cultivable,1.000
8038,0,non-cultivable,0.698
11521,1,cultivable,0.999
18130,1,cultivable,0.714
6608,0,non-cultivable,0.641
24267,0,non-cultivable,0.955
21495,0,non-cultivable,1.000
19281,0,non-cultivable,0.953
9115,1,cultivable,0.999
23809,1,cultivable,0.961
11960,1,cultivable,0.685
983,0,non-cultivable,0.987
17532,0,non-cultivable,0.918
21569,1,cultivable,0.692
6591,0,non-cultivable,0.987
8337,1,cultivable,0.510
21888,0,non-cultivable,0.770
12176,1,cultivable,0.962
5782,1,cultivable,0.619
23586,0,non-cultivable,0.581
2204,1,cultivable,0.594
22963,1,cultivable,0.897
11719,0,non-cultivable,0.930
23212,0,non-cultivable,0.989
8865,1,cultivable,0.971
14689,1,cultivable,0.990
7867,0,non-cultivable,1.000
8731,0,non-cultivable,1.000
4831,0,non-cultivable,0.970
9444,0,non-cultivable,0.995
18551,1,cultivable,0.967
21498,0,non-cultivable,0.997
3573,1,cultivable,0.572
16279,1,cultivable,0.764
